czone,has_insurance,cs_frac_black,cs_frac_hisp,gt_hs_educ,has_medicaid,hosp_beds,inctot,median_house_value,occupancy,physical_disab,poor_share,pymt_charity_patients,reimb_penroll_adj10,share_hosp_forprofit,share_hosp_teaching,uncomp_charity_patients
4102,0.889739694836574,0.4208907699584961,0.020657618045806885,0.2760976254940033,0.15777837472692954,414,10.081849436051352,72296.7592614222,0.3921174804369609,0.12422409653663637,0.2184060513973236,51087.533854166664,9446.7001953125,0,0.20000000298023224,10672271.979166666
4103,0.9051771043730048,0.3436384582519531,0.011110737323760986,0.2644270062446594,0.11577254811825027,206.1661834716797,10.069914271604514,68361.3869153612,0.2560030321280162,0.12660495936870575,0.18874740600585935,5012.187255859375,8978.5244140625,0.3333333432674408,0.22222222884496057,905084.375
4200,0.9030652186017704,0.20675464630126952,0.020614912509918214,0.351026326417923,0.10265910392804464,2286.70458984375,10.309509880518888,114554.68197261333,0.533891479174296,0.09278172999620438,0.12185662984848022,3662250.7213541665,9339.44140625,0.01442139719923337,0.75,72042165.60546875
4301,0.8829839767599182,0.24890235900878901,0.009027674794197084,0.2574581205844879,0.14318330674817073,74,10.051065959372922,70817.37718659807,0.2637352893749873,0.12520582973957062,0.1970335841178894,155001.96354166666,9709.32421875,0,0,900355.6041666666
4302,0.8551974785422146,0.08767651557922364,0.016612950563430786,0.24724864959716797,0.14171279088134786,398.6986287434896,10.027053860150732,82890.8936946638,0.30510686834653217,0.12841421365737915,0.15876543521881104,140950.78917185465,10421.2392578125,0.5,0.16666666666666666,7534588.953125
4401,0.8908718568907064,0.012826794385910034,0.007265526056289673,0.20611432194709775,0.14347118604780346,461.0410970052083,9.874683424692211,86538.09744025131,0.48046515385309857,0.15801399946212769,0.2847471833229065,186603.53515625,11609.2490234375,0,0,12734466.875
4402,0.890189491425438,0.027396435737609862,0.008085603713989259,0.2674259841442108,0.122453956244929,149,10.09747748583634,103825.17914798208,0.4425414303938548,0.12103927135467528,0.20649577677249908,425561.51627349854,10207.625,0,0,5368717.2265625
4501,0.8754234439759172,0.019784712791442872,0.0058331829309463505,0.23483587801456451,0.14876591467324168,74,9.99300958712107,65331.75247848537,0.2672531505425771,0.16868723928928375,0.32874244451522827,7217.706197102864,11199.4921875,0.5,0,1891545.96875
4502,0.871930734914335,0.013653440475463867,0.005673385858535766,0.2246753126382828,0.13884758104460276,371.0301335652669,9.940216076377052,59172.37819325273,0.5152308742205302,0.1775126755237579,0.3029364049434662,0,13094.3896484375,0,0.25,10228594.4375
4601,0.895497813337374,0.02427772045135498,0.009203005433082579,0.2204548567533493,0.2000777885475721,213,9.9776104040894,81943.23449335381,0.4963101347287496,0.12988290190696716,0.2178994119167328,83350.56067911784,11973.9755859375,0,0,2876892.8177083335
4602,0.8930196528134667,0.008259329795837402,0.00878360390663147,0.2303212583065033,0.19562022108213056,355.6666666666667,9.99034967045432,84935.53987885363,0.3625977635383606,0.13344421982765198,0.2328125238418579,0,10801.0615234375,0.4166666666666667,0.08333333333333333,751085.1886393229
4701,0.8587356404475813,0.5271480560302735,0.012439405918121338,0.28842833638191223,0.2350757388083143,338.6666666666667,9.961919855342275,79393.73838698512,0.3041752477486928,0.10735782235860825,0.2685251832008362,15902.181355794271,11244.537109375,0,0,5570640.6640625
4702,0.8664625478580825,0.4793770217895508,0.009921600818634031,0.2941112816333771,0.19750165572271883,534,10.004932584041788,84235.07541509756,0.46227190891901654,0.10900143533945084,0.2761222720146179,585379.4405943552,10272.943359375,0.5,0,6602423.195475261
4800,0.8736064251861757,0.6583261108398437,0.010569831132888794,0.28648486733436584,0.23247044109509452,422.6648432413737,9.9773063901512,72728.477810177,0.3720923364162445,0.11491377651691435,0.310143381357193,99192.31454340616,11041.314453125,0.25,0,2050928.869140625
4901,0.8819570620896198,0.2735686302185058,0.016794002056121825,0.27855271100997925,0.11163957556374236,865.0018310546875,10.170447416448038,100662.59214063863,0.2764074405034383,0.10416489094495772,0.14665299654006958,242473.78376515707,10182.3935546875,0.04497182493408521,0.3333333432674408,17841675.388020832
4902,0.8819846434061165,0.2876990509033203,0.014989526271820068,0.27135199308395386,0.10525438111019624,156.1976318359375,10.15683602821189,90790.97314851484,0.24040021498998007,0.10576944053173064,0.1814651191234589,24295.920822143555,11902.228515625,1,0,1323380.2978515625
4903,0.9191247200562784,0.057258710861206055,0.011964174509048462,0.266126424074173,0.11368566921766454,97,10.190007946320156,90547.3483834867,0.23953239619731903,0.10220658034086227,0.1384119987487793,33328.78412119547,11219.6162109375,0.6666666865348816,0,486997.0843098958
5000,0.8745332049106891,0.24058774948120118,0.013212050199508668,0.3103691637516022,0.15884197531969663,685.8580118815104,10.046368123505514,93177.38871369296,0.3783734440803528,0.1044720783829689,0.1526038944721222,182920.52604166663,9946.2998046875,0.4000000059604645,0.20000000298023224,23090448.114583332
5100,0.8866666307548317,0.07850480079650879,0.011203941106796265,0.30455508828163147,0.1428173506784479,325.07693099975586,10.15671012361324,82663.49318914462,0.3793314397335053,0.10286533087491988,0.16504095494747162,176636.1047452291,10726.8818359375,0.20000000298023224,0.20000000298023224,4223971.502604167
5201,0.8699169304045801,0.1846202087402344,0.01717268705368042,0.3086594045162201,0.1536497039218793,152.0769475301107,10.077013333209743,82862.93715803976,0.2651363213857015,0.10970623046159744,0.15826113522052765,18326.825846354168,9966.7890625,0,0,1022597.9264322916
5202,0.8809128043588951,0.4319281005859375,0.02397997856140137,0.3909052014350891,0.1325078693192319,3594.417475382487,10.459492187351236,123388.07224918072,0.33393598596254986,0.07085609436035156,0.1519545614719391,4052455.11735026,9676.5546875,0.3601019084453583,0.8333333134651184,184831034.42447916
5300,0.8790574344483402,0.47097572326660164,0.02155017137527466,0.23369355499744415,0.16733155925075863,316.6639264424642,10.024644516648308,79778.32349175394,0.3488396902879079,0.12135201692581175,0.2680284380912781,110513.3016764323,9263.5107421875,0.5,0.25,2502769.0104166665
5401,0.938841607966558,0.07186681747436524,0.018891260623931885,0.28757038712501526,0.14647328236983032,601.9242045084635,10.17138768046376,116468.84026351415,0.5682752331097921,0.0972445085644722,0.15483063459396362,420630.0374348958,10126.529296875,0.30036691824595135,0,3491906.2621765137
5402,0.92502195035877,0.037394204139709473,0.009513604640960693,0.23213407397270203,0.1363106789865438,248.4986317952474,10.038084045256005,88518.29581749049,0.36421999335289,0.11981239914894104,0.19693417847156525,196655.78564453125,10911.2958984375,0.4000000059604645,0.20000000298023224,1514557.9876302085
5500,0.877464245071057,0.10364299774169922,0.022933478355407714,0.23897866904735565,0.09906585740861328,372.6850331624349,10.139989760439438,115617.02232032373,0.20883777737617493,0.10535992681980132,0.11529547721147536,1960449.1002604167,10338.1669921875,0.25,0.08333333333333333,5747919.8125
5600,0.9038585620377516,0.152725830078125,0.032471928596496585,0.33264490962028503,0.07973074027255575,4183.155736287435,10.294802604997011,169388.30865770948,0.424825797478358,0.08409155905246735,0.10257349908351898,7360888.56030782,10083.7451171875,0.5965110659599304,0.3636363744735718,188346275.80403647
5700,0.8737927661095146,0.05467422008514404,0.034660439491271976,0.2387907952070236,0.11076165929198656,393.3552500406901,10.080400783065716,108796.71142890451,0.35059651732444763,0.10654529929161072,0.13437548279762268,2280.716901143392,10987.19140625,1,0,2977348.06640625
5800,0.8794767296979367,0.062476487159729005,0.010751599073410034,0.2948571443557739,0.09441306941354008,363.2576904296875,10.236070994426177,103308.98099954806,0.2849329710006714,0.08852430433034897,0.12626202404499054,210399.3767089844,10461.4189453125,0.3104716936747233,0,3717873.9915364585
