county_fips,statename,elasticity,total,year,hpi
1001,2,3.5814337730407715,16784,2000,143498
1001,2,3.5814337730407715,16784,2001,149142
1001,2,3.5814337730407715,16784,2002,151144
1001,2,3.5814337730407715,16784,2003,155824
1001,2,3.5814337730407715,16784,2004,159876
1001,2,3.5814337730407715,16784,2005,169381
1001,2,3.5814337730407715,16784,2006,183107
1001,2,3.5814337730407715,16784,2007,193621
1001,2,3.5814337730407715,16784,2008,196509
1001,2,3.5814337730407715,16784,2009,194412
1001,2,3.5814337730407715,16784,2010,185021
1001,2,3.5814337730407715,16784,2011,179532
1001,2,3.5814337730407715,16784,2012,176823
1001,2,3.5814337730407715,16784,2013,175411
1001,2,3.5814337730407715,16784,2014,174904
1001,2,3.5814337730407715,16784,2015,180095
1001,2,3.5814337730407715,16784,2016,185183
1007,2,2.144763946533203,8777,2000,NA
1007,2,2.144763946533203,8777,2001,NA
1007,2,2.144763946533203,8777,2002,NA
1007,2,2.144763946533203,8777,2003,NA
1007,2,2.144763946533203,8777,2004,NA
1007,2,2.144763946533203,8777,2005,NA
1007,2,2.144763946533203,8777,2006,NA
1007,2,2.144763946533203,8777,2007,NA
1007,2,2.144763946533203,8777,2008,135050
1007,2,2.144763946533203,8777,2009,134847
1007,2,2.144763946533203,8777,2010,127557
1007,2,2.144763946533203,8777,2011,122759
1007,2,2.144763946533203,8777,2012,112467
1007,2,2.144763946533203,8777,2013,110818
1007,2,2.144763946533203,8777,2014,106984
1007,2,2.144763946533203,8777,2015,109219
1007,2,2.144763946533203,8777,2016,109630
1009,2,2.144763946533203,15962,2000,136461
1009,2,2.144763946533203,15962,2001,143478
1009,2,2.144763946533203,15962,2002,148579
1009,2,2.144763946533203,15962,2003,153248
1009,2,2.144763946533203,15962,2004,159598
1009,2,2.144763946533203,15962,2005,168213
1009,2,2.144763946533203,15962,2006,182953
1009,2,2.144763946533203,15962,2007,192884
1009,2,2.144763946533203,15962,2008,199455
1009,2,2.144763946533203,15962,2009,194919
1009,2,2.144763946533203,15962,2010,185571
1009,2,2.144763946533203,15962,2011,178363
1009,2,2.144763946533203,15962,2012,174587
1009,2,2.144763946533203,15962,2013,173916
1009,2,2.144763946533203,15962,2014,173219
1009,2,2.144763946533203,15962,2015,178634
1009,2,2.144763946533203,15962,2016,183314
1021,2,2.144763946533203,16137,2000,NA
1021,2,2.144763946533203,16137,2001,NA
1021,2,2.144763946533203,16137,2002,NA
1021,2,2.144763946533203,16137,2003,NA
1021,2,2.144763946533203,16137,2004,NA
1021,2,2.144763946533203,16137,2005,NA
1021,2,2.144763946533203,16137,2006,107581
1021,2,2.144763946533203,16137,2007,109891
1021,2,2.144763946533203,16137,2008,115476
1021,2,2.144763946533203,16137,2009,115373
1021,2,2.144763946533203,16137,2010,109352
1021,2,2.144763946533203,16137,2011,105438
1021,2,2.144763946533203,16137,2012,100409
1021,2,2.144763946533203,16137,2013,99686
1021,2,2.144763946533203,16137,2014,99724
1021,2,2.144763946533203,16137,2015,102433
1021,2,2.144763946533203,16137,2016,105667
1051,2,3.5814337730407715,28065,2000,NA
1051,2,3.5814337730407715,28065,2001,NA
1051,2,3.5814337730407715,28065,2002,NA
1051,2,3.5814337730407715,28065,2003,NA
1051,2,3.5814337730407715,28065,2004,NA
1051,2,3.5814337730407715,28065,2005,NA
1051,2,3.5814337730407715,28065,2006,147006
1051,2,3.5814337730407715,28065,2007,157303
1051,2,3.5814337730407715,28065,2008,163306
1051,2,3.5814337730407715,28065,2009,162825
1051,2,3.5814337730407715,28065,2010,154100
1051,2,3.5814337730407715,28065,2011,141781
1051,2,3.5814337730407715,28065,2012,136403
1051,2,3.5814337730407715,28065,2013,142125
1051,2,3.5814337730407715,28065,2014,141626
1051,2,3.5814337730407715,28065,2015,154194
1051,2,3.5814337730407715,28065,2016,149913
1055,2,3.406383991241455,47021,2000,61395
1055,2,3.406383991241455,47021,2001,71881
1055,2,3.406383991241455,47021,2002,74881
1055,2,3.406383991241455,47021,2003,77972
1055,2,3.406383991241455,47021,2004,81219
1055,2,3.406383991241455,47021,2005,85467
1055,2,3.406383991241455,47021,2006,92882
1055,2,3.406383991241455,47021,2007,98585
1055,2,3.406383991241455,47021,2008,101283
1055,2,3.406383991241455,47021,2009,104889
1055,2,3.406383991241455,47021,2010,98453
1055,2,3.406383991241455,47021,2011,95733
1055,2,3.406383991241455,47021,2012,93853
1055,2,3.406383991241455,47021,2013,90947
1055,2,3.406383991241455,47021,2014,89685
1055,2,3.406383991241455,47021,2015,91804
1055,2,3.406383991241455,47021,2016,92609
1061,2,4.256374359130859,12486,2000,NA
1061,2,4.256374359130859,12486,2001,NA
1061,2,4.256374359130859,12486,2002,NA
1061,2,4.256374359130859,12486,2003,NA
1061,2,4.256374359130859,12486,2004,NA
1061,2,4.256374359130859,12486,2005,NA
1061,2,4.256374359130859,12486,2006,NA
1061,2,4.256374359130859,12486,2007,NA
1061,2,4.256374359130859,12486,2008,NA
1061,2,4.256374359130859,12486,2009,NA
1061,2,4.256374359130859,12486,2010,NA
1061,2,4.256374359130859,12486,2011,NA
1061,2,4.256374359130859,12486,2012,NA
1061,2,4.256374359130859,12486,2013,72534
1061,2,4.256374359130859,12486,2014,70416
1061,2,4.256374359130859,12486,2015,74153
1061,2,4.256374359130859,12486,2016,77128
1067,2,4.256374359130859,8168,2000,60705
1067,2,4.256374359130859,8168,2001,65496
1067,2,4.256374359130859,8168,2002,68109
1067,2,4.256374359130859,8168,2003,72358
1067,2,4.256374359130859,8168,2004,76580
1067,2,4.256374359130859,8168,2005,82013
1067,2,4.256374359130859,8168,2006,90490
1067,2,4.256374359130859,8168,2007,99304
1067,2,4.256374359130859,8168,2008,100538
1067,2,4.256374359130859,8168,2009,101984
1067,2,4.256374359130859,8168,2010,98959
1067,2,4.256374359130859,8168,2011,97451
1067,2,4.256374359130859,8168,2012,94219
1067,2,4.256374359130859,8168,2013,93266
1067,2,4.256374359130859,8168,2014,92236
1067,2,4.256374359130859,8168,2015,94413
1067,2,4.256374359130859,8168,2016,96733
1069,2,4.256374359130859,38769,2000,NA
1069,2,4.256374359130859,38769,2001,NA
1069,2,4.256374359130859,38769,2002,NA
1069,2,4.256374359130859,38769,2003,NA
1069,2,4.256374359130859,38769,2004,NA
1069,2,4.256374359130859,38769,2005,NA
1069,2,4.256374359130859,38769,2006,NA
1069,2,4.256374359130859,38769,2007,137914
1069,2,4.256374359130859,38769,2008,142502
1069,2,4.256374359130859,38769,2009,137611
1069,2,4.256374359130859,38769,2010,131190
1069,2,4.256374359130859,38769,2011,126865
1069,2,4.256374359130859,38769,2012,121274
1069,2,4.256374359130859,38769,2013,117398
1069,2,4.256374359130859,38769,2014,117204
1069,2,4.256374359130859,38769,2015,118502
1069,2,4.256374359130859,38769,2016,119848
1073,2,2.144763946533203,299947,2000,102676
1073,2,2.144763946533203,299947,2001,106798
1073,2,2.144763946533203,299947,2002,111106
1073,2,2.144763946533203,299947,2003,114663
1073,2,2.144763946533203,299947,2004,120160
1073,2,2.144763946533203,299947,2005,126687
1073,2,2.144763946533203,299947,2006,134694
1073,2,2.144763946533203,299947,2007,141834
1073,2,2.144763946533203,299947,2008,141480
1073,2,2.144763946533203,299947,2009,129613
1073,2,2.144763946533203,299947,2010,124824
1073,2,2.144763946533203,299947,2011,115271
1073,2,2.144763946533203,299947,2012,110998
1073,2,2.144763946533203,299947,2013,111875
1073,2,2.144763946533203,299947,2014,113720
1073,2,2.144763946533203,299947,2015,117717
1073,2,2.144763946533203,299947,2016,120283
1079,2,3.851161241531372,11883,2000,NA
1079,2,3.851161241531372,11883,2001,NA
1079,2,3.851161241531372,11883,2002,NA
1079,2,3.851161241531372,11883,2003,NA
1079,2,3.851161241531372,11883,2004,NA
1079,2,3.851161241531372,11883,2005,NA
1079,2,3.851161241531372,11883,2006,NA
1079,2,3.851161241531372,11883,2007,NA
1079,2,3.851161241531372,11883,2008,73021
1079,2,3.851161241531372,11883,2009,74085
1079,2,3.851161241531372,11883,2010,70648
1079,2,3.851161241531372,11883,2011,66167
1079,2,3.851161241531372,11883,2012,70938
1079,2,3.851161241531372,11883,2013,75041
1079,2,3.851161241531372,11883,2014,86018
1079,2,3.851161241531372,11883,2015,93613
1079,2,3.851161241531372,11883,2016,96282
1081,2,5.2154035568237305,50478,2000,131254
1081,2,5.2154035568237305,50478,2001,138065
1081,2,5.2154035568237305,50478,2002,143230
1081,2,5.2154035568237305,50478,2003,149257
1081,2,5.2154035568237305,50478,2004,154413
1081,2,5.2154035568237305,50478,2005,163748
1081,2,5.2154035568237305,50478,2006,178158
1081,2,5.2154035568237305,50478,2007,184606
1081,2,5.2154035568237305,50478,2008,186824
1081,2,5.2154035568237305,50478,2009,181214
1081,2,5.2154035568237305,50478,2010,175449
1081,2,5.2154035568237305,50478,2011,165669
1081,2,5.2154035568237305,50478,2012,160735
1081,2,5.2154035568237305,50478,2013,159530
1081,2,5.2154035568237305,50478,2014,159236
1081,2,5.2154035568237305,50478,2015,160670
1081,2,5.2154035568237305,50478,2016,164723
1083,2,2.848341941833496,25930,2000,NA
1083,2,2.848341941833496,25930,2001,NA
1083,2,2.848341941833496,25930,2002,NA
1083,2,2.848341941833496,25930,2003,NA
1083,2,2.848341941833496,25930,2004,NA
1083,2,2.848341941833496,25930,2005,NA
1083,2,2.848341941833496,25930,2006,NA
1083,2,2.848341941833496,25930,2007,NA
1083,2,2.848341941833496,25930,2008,NA
1083,2,2.848341941833496,25930,2009,NA
1083,2,2.848341941833496,25930,2010,NA
1083,2,2.848341941833496,25930,2011,NA
1083,2,2.848341941833496,25930,2012,NA
1083,2,2.848341941833496,25930,2013,NA
1083,2,2.848341941833496,25930,2014,NA
1083,2,2.848341941833496,25930,2015,146002
1083,2,2.848341941833496,25930,2016,151061
1085,2,3.5814337730407715,5395,2000,NA
1085,2,3.5814337730407715,5395,2001,NA
1085,2,3.5814337730407715,5395,2002,NA
1085,2,3.5814337730407715,5395,2003,NA
1085,2,3.5814337730407715,5395,2004,67078
1085,2,3.5814337730407715,5395,2005,71257
1085,2,3.5814337730407715,5395,2006,75393
1085,2,3.5814337730407715,5395,2007,79445
1085,2,3.5814337730407715,5395,2008,82247
1085,2,3.5814337730407715,5395,2009,81449
1085,2,3.5814337730407715,5395,2010,77642
1085,2,3.5814337730407715,5395,2011,70011
1085,2,3.5814337730407715,5395,2012,67969
1085,2,3.5814337730407715,5395,2013,66339
1085,2,3.5814337730407715,5395,2014,67256
1085,2,3.5814337730407715,5395,2015,68526
1085,2,3.5814337730407715,5395,2016,69875
1089,2,2.848341941833496,121143,2000,114662
1089,2,2.848341941833496,121143,2001,118314
1089,2,2.848341941833496,121143,2002,121328
1089,2,2.848341941833496,121143,2003,123706
1089,2,2.848341941833496,121143,2004,124759
1089,2,2.848341941833496,121143,2005,129185
1089,2,2.848341941833496,121143,2006,105631
1089,2,2.848341941833496,121143,2007,119859
1089,2,2.848341941833496,121143,2008,144983
1089,2,2.848341941833496,121143,2009,157138
1089,2,2.848341941833496,121143,2010,151704
1089,2,2.848341941833496,121143,2011,166513
1089,2,2.848341941833496,121143,2012,162991
1089,2,2.848341941833496,121143,2013,161209
1089,2,2.848341941833496,121143,2014,162307
1089,2,2.848341941833496,121143,2015,163435
1089,2,2.848341941833496,121143,2016,164620
1097,2,2.0380117893218994,165233,2000,91914
1097,2,2.0380117893218994,165233,2001,97082
1097,2,2.0380117893218994,165233,2002,101360
1097,2,2.0380117893218994,165233,2003,101565
1097,2,2.0380117893218994,165233,2004,102920
1097,2,2.0380117893218994,165233,2005,106761
1097,2,2.0380117893218994,165233,2006,117373
1097,2,2.0380117893218994,165233,2007,132626
1097,2,2.0380117893218994,165233,2008,138032
1097,2,2.0380117893218994,165233,2009,140575
1097,2,2.0380117893218994,165233,2010,130416
1097,2,2.0380117893218994,165233,2011,115182
1097,2,2.0380117893218994,165233,2012,106206
1097,2,2.0380117893218994,165233,2013,103257
1097,2,2.0380117893218994,165233,2014,103248
1097,2,2.0380117893218994,165233,2015,104487
1097,2,2.0380117893218994,165233,2016,107231
1101,2,3.5814337730407715,96722,2000,96604
1101,2,3.5814337730407715,96722,2001,99458
1101,2,3.5814337730407715,96722,2002,98933
1101,2,3.5814337730407715,96722,2003,99735
1101,2,3.5814337730407715,96722,2004,101292
1101,2,3.5814337730407715,96722,2005,105896
1101,2,3.5814337730407715,96722,2006,112345
1101,2,3.5814337730407715,96722,2007,118689
1101,2,3.5814337730407715,96722,2008,121186
1101,2,3.5814337730407715,96722,2009,119111
1101,2,3.5814337730407715,96722,2010,112823
1101,2,3.5814337730407715,96722,2011,108671
1101,2,3.5814337730407715,96722,2012,103080
1101,2,3.5814337730407715,96722,2013,100219
1101,2,3.5814337730407715,96722,2014,100174
1101,2,3.5814337730407715,96722,2015,95530
1101,2,3.5814337730407715,96722,2016,95512
1103,2,3.851161241531372,49944,2000,NA
1103,2,3.851161241531372,49944,2001,NA
1103,2,3.851161241531372,49944,2002,NA
1103,2,3.851161241531372,49944,2003,106704
1103,2,3.851161241531372,49944,2004,109680
1103,2,3.851161241531372,49944,2005,111502
1103,2,3.851161241531372,49944,2006,90516
1103,2,3.851161241531372,49944,2007,104788
1103,2,3.851161241531372,49944,2008,109601
1103,2,3.851161241531372,49944,2009,108552
1103,2,3.851161241531372,49944,2010,103342
1103,2,3.851161241531372,49944,2011,100277
1103,2,3.851161241531372,49944,2012,98196
1103,2,3.851161241531372,49944,2013,103539
1103,2,3.851161241531372,49944,2014,117351
1103,2,3.851161241531372,49944,2015,111583
1103,2,3.851161241531372,49944,2016,121234
1113,2,3.8502142429351807,22371,2000,NA
1113,2,3.8502142429351807,22371,2001,NA
1113,2,3.8502142429351807,22371,2002,NA
1113,2,3.8502142429351807,22371,2003,NA
1113,2,3.8502142429351807,22371,2004,NA
1113,2,3.8502142429351807,22371,2005,NA
1113,2,3.8502142429351807,22371,2006,NA
1113,2,3.8502142429351807,22371,2007,NA
1113,2,3.8502142429351807,22371,2008,109943
1113,2,3.8502142429351807,22371,2009,107638
1113,2,3.8502142429351807,22371,2010,100158
1113,2,3.8502142429351807,22371,2011,94598
1113,2,3.8502142429351807,22371,2012,91994
1113,2,3.8502142429351807,22371,2013,89196
1113,2,3.8502142429351807,22371,2014,89373
1113,2,3.8502142429351807,22371,2015,90656
1113,2,3.8502142429351807,22371,2016,92276
1115,2,2.144763946533203,24980,2000,NA
1115,2,2.144763946533203,24980,2001,NA
1115,2,2.144763946533203,24980,2002,NA
1115,2,2.144763946533203,24980,2003,NA
1115,2,2.144763946533203,24980,2004,NA
1115,2,2.144763946533203,24980,2005,147752
1115,2,2.144763946533203,24980,2006,162297
1115,2,2.144763946533203,24980,2007,169548
1115,2,2.144763946533203,24980,2008,169276
1115,2,2.144763946533203,24980,2009,167796
1115,2,2.144763946533203,24980,2010,159218
1115,2,2.144763946533203,24980,2011,153888
1115,2,2.144763946533203,24980,2012,150611
1115,2,2.144763946533203,24980,2013,149088
1115,2,2.144763946533203,24980,2014,148823
1115,2,2.144763946533203,24980,2015,152480
1115,2,2.144763946533203,24980,2016,160922
1117,2,2.144763946533203,56348,2000,164134
1117,2,2.144763946533203,56348,2001,168437
1117,2,2.144763946533203,56348,2002,172831
1117,2,2.144763946533203,56348,2003,176511
1117,2,2.144763946533203,56348,2004,184194
1117,2,2.144763946533203,56348,2005,191286
1117,2,2.144763946533203,56348,2006,203405
1117,2,2.144763946533203,56348,2007,212589
1117,2,2.144763946533203,56348,2008,213787
1117,2,2.144763946533203,56348,2009,202128
1117,2,2.144763946533203,56348,2010,198424
1117,2,2.144763946533203,56348,2011,192053
1117,2,2.144763946533203,56348,2012,184066
1117,2,2.144763946533203,56348,2013,187022
1117,2,2.144763946533203,56348,2014,194149
1117,2,2.144763946533203,56348,2015,196921
1117,2,2.144763946533203,56348,2016,202350
1127,2,2.144763946533203,33036,2000,91472
1127,2,2.144763946533203,33036,2001,95880
1127,2,2.144763946533203,33036,2002,97788
1127,2,2.144763946533203,33036,2003,100205
1127,2,2.144763946533203,33036,2004,106045
1127,2,2.144763946533203,33036,2005,110788
1127,2,2.144763946533203,33036,2006,90455
1127,2,2.144763946533203,33036,2007,97227
1127,2,2.144763946533203,33036,2008,97962
1127,2,2.144763946533203,33036,2009,98505
1127,2,2.144763946533203,33036,2010,92391
1127,2,2.144763946533203,33036,2011,88099
1127,2,2.144763946533203,33036,2012,85681
1127,2,2.144763946533203,33036,2013,84079
1127,2,2.144763946533203,33036,2014,82862
1127,2,2.144763946533203,33036,2015,85380
1127,2,2.144763946533203,33036,2016,85090
4005,4,3.115415334701538,51823,2000,169019
4005,4,3.115415334701538,51823,2001,176936
4005,4,3.115415334701538,51823,2002,189153
4005,4,3.115415334701538,51823,2003,200833
4005,4,3.115415334701538,51823,2004,221025
4005,4,3.115415334701538,51823,2005,258965
4005,4,3.115415334701538,51823,2006,346741
4005,4,3.115415334701538,51823,2007,366453
4005,4,3.115415334701538,51823,2008,357649
4005,4,3.115415334701538,51823,2009,316459
4005,4,3.115415334701538,51823,2010,296846
4005,4,3.115415334701538,51823,2011,254586
4005,4,3.115415334701538,51823,2012,245862
4005,4,3.115415334701538,51823,2013,253300
4005,4,3.115415334701538,51823,2014,278623
4005,4,3.115415334701538,51823,2015,289346
4005,4,3.115415334701538,51823,2016,303932
4013,4,1.6135566234588623,1246794,2000,143142
4013,4,1.6135566234588623,1246794,2001,152508
4013,4,1.6135566234588623,1246794,2002,160152
4013,4,1.6135566234588623,1246794,2003,168166
4013,4,1.6135566234588623,1246794,2004,178027
4013,4,1.6135566234588623,1246794,2005,207952
4013,4,1.6135566234588623,1246794,2006,296494
4013,4,1.6135566234588623,1246794,2007,295638
4013,4,1.6135566234588623,1246794,2008,266380
4013,4,1.6135566234588623,1246794,2009,190146
4013,4,1.6135566234588623,1246794,2010,165344
4013,4,1.6135566234588623,1246794,2011,144508
4013,4,1.6135566234588623,1246794,2012,139547
4013,4,1.6135566234588623,1246794,2013,175694
4013,4,1.6135566234588623,1246794,2014,201731
4013,4,1.6135566234588623,1246794,2015,208391
4013,4,1.6135566234588623,1246794,2016,226597
4019,4,1.4191339015960693,368631,2000,126428
4019,4,1.4191339015960693,368631,2001,131601
4019,4,1.4191339015960693,368631,2002,139124
4019,4,1.4191339015960693,368631,2003,149056
4019,4,1.4191339015960693,368631,2004,160805
4019,4,1.4191339015960693,368631,2005,184112
4019,4,1.4191339015960693,368631,2006,238208
4019,4,1.4191339015960693,368631,2007,245914
4019,4,1.4191339015960693,368631,2008,230434
4019,4,1.4191339015960693,368631,2009,196521
4019,4,1.4191339015960693,368631,2010,176686
4019,4,1.4191339015960693,368631,2011,161522
4019,4,1.4191339015960693,368631,2012,140401
4019,4,1.4191339015960693,368631,2013,152639
4019,4,1.4191339015960693,368631,2014,165454
4019,4,1.4191339015960693,368631,2015,168641
4019,4,1.4191339015960693,368631,2016,171405
4021,4,1.6135566234588623,80663,2000,134701
4021,4,1.6135566234588623,80663,2001,139964
4021,4,1.6135566234588623,80663,2002,145034
4021,4,1.6135566234588623,80663,2003,149042
4021,4,1.6135566234588623,80663,2004,154419
4021,4,1.6135566234588623,80663,2005,172405
4021,4,1.6135566234588623,80663,2006,244186
4021,4,1.6135566234588623,80663,2007,251353
4021,4,1.6135566234588623,80663,2008,225610
4021,4,1.6135566234588623,80663,2009,148656
4021,4,1.6135566234588623,80663,2010,122589
4021,4,1.6135566234588623,80663,2011,116079
4021,4,1.6135566234588623,80663,2012,107937
4021,4,1.6135566234588623,80663,2013,140807
4021,4,1.6135566234588623,80663,2014,160949
4021,4,1.6135566234588623,80663,2015,167148
4021,4,1.6135566234588623,80663,2016,173618
4027,4,2.582291841506958,74104,2000,105733
4027,4,2.582291841506958,74104,2001,108537
4027,4,2.582291841506958,74104,2002,110799
4027,4,2.582291841506958,74104,2003,114343
4027,4,2.582291841506958,74104,2004,121729
4027,4,2.582291841506958,74104,2005,141485
4027,4,2.582291841506958,74104,2006,193937
4027,4,2.582291841506958,74104,2007,208843
4027,4,2.582291841506958,74104,2008,196305
4027,4,2.582291841506958,74104,2009,167385
4027,4,2.582291841506958,74104,2010,145986
4027,4,2.582291841506958,74104,2011,130483
4027,4,2.582291841506958,74104,2012,113900
4027,4,2.582291841506958,74104,2013,120497
4027,4,2.582291841506958,74104,2014,127759
4027,4,2.582291841506958,74104,2015,132034
4027,4,2.582291841506958,74104,2016,135497
5007,3,2.064203977584839,62701,2000,115511
5007,3,2.064203977584839,62701,2001,121892
5007,3,2.064203977584839,62701,2002,124664
5007,3,2.064203977584839,62701,2003,129387
5007,3,2.064203977584839,62701,2004,138563
5007,3,2.064203977584839,62701,2005,155354
5007,3,2.064203977584839,62701,2006,174687
5007,3,2.064203977584839,62701,2007,179335
5007,3,2.064203977584839,62701,2008,172371
5007,3,2.064203977584839,62701,2009,162196
5007,3,2.064203977584839,62701,2010,153420
5007,3,2.064203977584839,62701,2011,142001
5007,3,2.064203977584839,62701,2012,139669
5007,3,2.064203977584839,62701,2013,148024
5007,3,2.064203977584839,62701,2014,155025
5007,3,2.064203977584839,62701,2015,161405
5007,3,2.064203977584839,62701,2016,166061
5025,3,12.148008346557617,3647,2000,NA
5025,3,12.148008346557617,3647,2001,NA
5025,3,12.148008346557617,3647,2002,NA
5025,3,12.148008346557617,3647,2003,NA
5025,3,12.148008346557617,3647,2004,NA
5025,3,12.148008346557617,3647,2005,NA
5025,3,12.148008346557617,3647,2006,NA
5025,3,12.148008346557617,3647,2007,NA
5025,3,12.148008346557617,3647,2008,NA
5025,3,12.148008346557617,3647,2009,NA
5025,3,12.148008346557617,3647,2010,NA
5025,3,12.148008346557617,3647,2011,71410
5025,3,12.148008346557617,3647,2012,71176
5025,3,12.148008346557617,3647,2013,71803
5025,3,12.148008346557617,3647,2014,76143
5025,3,12.148008346557617,3647,2015,77152
5025,3,12.148008346557617,3647,2016,79638
5033,3,3.3567378520965576,21761,2000,76750
5033,3,3.3567378520965576,21761,2001,79816
5033,3,3.3567378520965576,21761,2002,81760
5033,3,3.3567378520965576,21761,2003,85323
5033,3,3.3567378520965576,21761,2004,89034
5033,3,3.3567378520965576,21761,2005,94725
5033,3,3.3567378520965576,21761,2006,101215
5033,3,3.3567378520965576,21761,2007,105452
5033,3,3.3567378520965576,21761,2008,102168
5033,3,3.3567378520965576,21761,2009,101456
5033,3,3.3567378520965576,21761,2010,99202
5033,3,3.3567378520965576,21761,2011,98652
5033,3,3.3567378520965576,21761,2012,98537
5033,3,3.3567378520965576,21761,2013,99934
5033,3,3.3567378520965576,21761,2014,100266
5033,3,3.3567378520965576,21761,2015,102648
5033,3,3.3567378520965576,21761,2016,105825
5035,3,1.7646465301513672,19750,2000,69374
5035,3,1.7646465301513672,19750,2001,72554
5035,3,1.7646465301513672,19750,2002,75643
5035,3,1.7646465301513672,19750,2003,78286
5035,3,1.7646465301513672,19750,2004,81721
5035,3,1.7646465301513672,19750,2005,86491
5035,3,1.7646465301513672,19750,2006,92532
5035,3,1.7646465301513672,19750,2007,97548
5035,3,1.7646465301513672,19750,2008,99787
5035,3,1.7646465301513672,19750,2009,98171
5035,3,1.7646465301513672,19750,2010,94594
5035,3,1.7646465301513672,19750,2011,92898
5035,3,1.7646465301513672,19750,2012,92298
5035,3,1.7646465301513672,19750,2013,93161
5035,3,1.7646465301513672,19750,2014,93065
5035,3,1.7646465301513672,19750,2015,94359
5035,3,1.7646465301513672,19750,2016,95482
5045,3,2.7923145294189453,33645,2000,96737
5045,3,2.7923145294189453,33645,2001,102076
5045,3,2.7923145294189453,33645,2002,105561
5045,3,2.7923145294189453,33645,2003,108435
5045,3,2.7923145294189453,33645,2004,112027
5045,3,2.7923145294189453,33645,2005,117893
5045,3,2.7923145294189453,33645,2006,129194
5045,3,2.7923145294189453,33645,2007,135564
5045,3,2.7923145294189453,33645,2008,139319
5045,3,2.7923145294189453,33645,2009,139400
5045,3,2.7923145294189453,33645,2010,140296
5045,3,2.7923145294189453,33645,2011,140668
5045,3,2.7923145294189453,33645,2012,140310
5045,3,2.7923145294189453,33645,2013,141473
5045,3,2.7923145294189453,33645,2014,142476
5045,3,2.7923145294189453,33645,2015,144352
5045,3,2.7923145294189453,33645,2016,144763
5047,3,3.3567378520965576,7855,2000,NA
5047,3,3.3567378520965576,7855,2001,NA
5047,3,3.3567378520965576,7855,2002,NA
5047,3,3.3567378520965576,7855,2003,NA
5047,3,3.3567378520965576,7855,2004,NA
5047,3,3.3567378520965576,7855,2005,NA
5047,3,3.3567378520965576,7855,2006,NA
5047,3,3.3567378520965576,7855,2007,NA
5047,3,3.3567378520965576,7855,2008,NA
5047,3,3.3567378520965576,7855,2009,NA
5047,3,3.3567378520965576,7855,2010,NA
5047,3,3.3567378520965576,7855,2011,NA
5047,3,3.3567378520965576,7855,2012,NA
5047,3,3.3567378520965576,7855,2013,74562
5047,3,3.3567378520965576,7855,2014,76629
5047,3,3.3567378520965576,7855,2015,77413
5047,3,3.3567378520965576,7855,2016,82295
5069,3,12.148008346557617,34659,2000,40688
5069,3,12.148008346557617,34659,2001,42969
5069,3,12.148008346557617,34659,2002,44039
5069,3,12.148008346557617,34659,2003,45719
5069,3,12.148008346557617,34659,2004,47593
5069,3,12.148008346557617,34659,2005,50385
5069,3,12.148008346557617,34659,2006,54057
5069,3,12.148008346557617,34659,2007,56188
5069,3,12.148008346557617,34659,2008,56582
5069,3,12.148008346557617,34659,2009,57014
5069,3,12.148008346557617,34659,2010,54108
5069,3,12.148008346557617,34659,2011,55063
5069,3,12.148008346557617,34659,2012,53985
5069,3,12.148008346557617,34659,2013,53623
5069,3,12.148008346557617,34659,2014,52681
5069,3,12.148008346557617,34659,2015,52471
5069,3,12.148008346557617,34659,2016,52676
5079,3,12.148008346557617,4768,2000,NA
5079,3,12.148008346557617,4768,2001,NA
5079,3,12.148008346557617,4768,2002,NA
5079,3,12.148008346557617,4768,2003,NA
5079,3,12.148008346557617,4768,2004,NA
5079,3,12.148008346557617,4768,2005,NA
5079,3,12.148008346557617,4768,2006,NA
5079,3,12.148008346557617,4768,2007,NA
5079,3,12.148008346557617,4768,2008,NA
5079,3,12.148008346557617,4768,2009,NA
5079,3,12.148008346557617,4768,2010,NA
5079,3,12.148008346557617,4768,2011,40324
5079,3,12.148008346557617,4768,2012,40737
5079,3,12.148008346557617,4768,2013,43575
5079,3,12.148008346557617,4768,2014,46427
5079,3,12.148008346557617,4768,2015,50156
5079,3,12.148008346557617,4768,2016,53540
5085,3,2.7923145294189453,21857,2000,101681
5085,3,2.7923145294189453,21857,2001,106400
5085,3,2.7923145294189453,21857,2002,110092
5085,3,2.7923145294189453,21857,2003,113827
5085,3,2.7923145294189453,21857,2004,118359
5085,3,2.7923145294189453,21857,2005,123059
5085,3,2.7923145294189453,21857,2006,127381
5085,3,2.7923145294189453,21857,2007,132576
5085,3,2.7923145294189453,21857,2008,126237
5085,3,2.7923145294189453,21857,2009,128403
5085,3,2.7923145294189453,21857,2010,125235
5085,3,2.7923145294189453,21857,2011,124096
5085,3,2.7923145294189453,21857,2012,124823
5085,3,2.7923145294189453,21857,2013,126315
5085,3,2.7923145294189453,21857,2014,127203
5085,3,2.7923145294189453,21857,2015,129150
5085,3,2.7923145294189453,21857,2016,131978
5087,3,2.064203977584839,6230,2000,61600
5087,3,2.064203977584839,6230,2001,65675
5087,3,2.064203977584839,6230,2002,70426
5087,3,2.064203977584839,6230,2003,73481
5087,3,2.064203977584839,6230,2004,77897
5087,3,2.064203977584839,6230,2005,83134
5087,3,2.064203977584839,6230,2006,92325
5087,3,2.064203977584839,6230,2007,97675
5087,3,2.064203977584839,6230,2008,99888
5087,3,2.064203977584839,6230,2009,97462
5087,3,2.064203977584839,6230,2010,91924
